ClinicalSignificance_T0,VariationID,ClinicalSignificance_T1
Likely benign,1140915,Conflicting classifications of pathogenicity
Likely benign,1140915,Conflicting classifications of pathogenicity
Likely benign,1140915,Conflicting classifications of pathogenicity
Likely benign,1140915,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,1129753,Likely benign
Conflicting classifications of pathogenicity,1129753,Likely benign
Conflicting classifications of pathogenicity,1129753,Likely benign
Conflicting classifications of pathogenicity,1129753,Likely benign
Likely benign,1134809,Conflicting classifications of pathogenicity
Likely benign,1134809,Conflicting classifications of pathogenicity
Likely benign,1134809,Conflicting classifications of pathogenicity
Likely benign,1134809,Conflicting classifications of pathogenicity
Likely benign,1124088,Conflicting classifications of pathogenicity
Likely benign,1124088,Conflicting classifications of pathogenicity
Likely benign,1124088,Conflicting classifications of pathogenicity
Likely benign,1124088,Conflicting classifications of pathogenicity
Likely benign,1130932,Conflicting classifications of pathogenicity
Likely benign,1130932,Conflicting classifications of pathogenicity
Likely benign,1130932,Conflicting classifications of pathogenicity
Likely benign,1130932,Conflicting classifications of pathogenicity
Likely benign,1131962,Conflicting classifications of pathogenicity
Likely benign,1131962,Conflicting classifications of pathogenicity
Likely benign,1131962,Conflicting classifications of pathogenicity
Likely benign,1131962,Conflicting classifications of pathogenicity
Likely benign,1154315,Conflicting classifications of pathogenicity
Likely benign,1154315,Conflicting classifications of pathogenicity
Likely benign,1154315,Conflicting classifications of pathogenicity
Likely benign,1154315,Conflicting classifications of pathogenicity
Likely benign,1147148,Conflicting classifications of pathogenicity
Likely benign,1147148,Conflicting classifications of pathogenicity
Likely benign,1147148,Conflicting classifications of pathogenicity
Likely benign,1147148,Conflicting classifications of pathogenicity
Likely benign,1155874,Conflicting classifications of pathogenicity
Likely benign,1155874,Conflicting classifications of pathogenicity
Likely benign,1155874,Conflicting classifications of pathogenicity
Likely benign,1155874,Conflicting classifications of pathogenicity
Likely benign,1149773,Conflicting classifications of pathogenicity
Likely benign,1149773,Conflicting classifications of pathogenicity
Likely benign,1149773,Conflicting classifications of pathogenicity
Likely benign,1149773,Conflicting classifications of pathogenicity
Likely benign,1161014,Conflicting classifications of pathogenicity
Likely benign,1161014,Conflicting classifications of pathogenicity
Likely benign,1161014,Conflicting classifications of pathogenicity
Likely benign,1161014,Conflicting classifications of pathogenicity
Benign/Likely benign,1153616,Conflicting classifications of pathogenicity
Benign/Likely benign,1153616,Conflicting classifications of pathogenicity
Benign/Likely benign,1153616,Conflicting classifications of pathogenicity
Benign/Likely benign,1153616,Conflicting classifications of pathogenicity
Likely benign,1158568,Conflicting classifications of pathogenicity
Likely benign,1158568,Conflicting classifications of pathogenicity
Likely benign,1158568,Conflicting classifications of pathogenicity
Likely benign,1158568,Conflicting classifications of pathogenicity
Benign/Likely benign,1147434,Conflicting classifications of pathogenicity
Benign/Likely benign,1147434,Conflicting classifications of pathogenicity
Benign/Likely benign,1147434,Conflicting classifications of pathogenicity
Benign/Likely benign,1147434,Conflicting classifications of pathogenicity
Likely benign,1153362,Conflicting classifications of pathogenicity
Likely benign,1153362,Conflicting classifications of pathogenicity
Likely benign,1153362,Conflicting classifications of pathogenicity
Likely benign,1153362,Conflicting classifications of pathogenicity
Likely benign,1151942,Conflicting classifications of pathogenicity
Likely benign,1151942,Conflicting classifications of pathogenicity
Likely benign,1151942,Conflicting classifications of pathogenicity
Likely benign,1151942,Conflicting classifications of pathogenicity
Likely benign,1152548,Conflicting classifications of pathogenicity
Likely benign,1152548,Conflicting classifications of pathogenicity
Likely benign,1152548,Conflicting classifications of pathogenicity
Likely benign,1152548,Conflicting classifications of pathogenicity
Likely benign,1141646,Conflicting classifications of pathogenicity
Likely benign,1141646,Conflicting classifications of pathogenicity
Likely benign,1141646,Conflicting classifications of pathogenicity
Likely benign,1141646,Conflicting classifications of pathogenicity
Likely benign,1153982,Conflicting classifications of pathogenicity
Likely benign,1153982,Conflicting classifications of pathogenicity
Likely benign,1153982,Conflicting classifications of pathogenicity
Likely benign,1153982,Conflicting classifications of pathogenicity
Likely benign,1143372,Conflicting classifications of pathogenicity
Likely benign,1143372,Conflicting classifications of pathogenicity
Likely benign,1143372,Conflicting classifications of pathogenicity
Likely benign,1143372,Conflicting classifications of pathogenicity
Likely benign,1149534,Conflicting classifications of pathogenicity
Likely benign,1149534,Conflicting classifications of pathogenicity
Likely benign,1149534,Conflicting classifications of pathogenicity
Likely benign,1149534,Conflicting classifications of pathogenicity
Uncertain significance,1163098,Conflicting classifications of pathogenicity
Uncertain significance,1163098,Conflicting classifications of pathogenicity
Uncertain significance,1163098,Conflicting classifications of pathogenicity
Uncertain significance,1163098,Conflicting classifications of pathogenicity
Uncertain significance,1163396,Conflicting classifications of pathogenicity
Uncertain significance,1163396,Conflicting classifications of pathogenicity
Uncertain significance,1163396,Conflicting classifications of pathogenicity
Uncertain significance,1163396,Conflicting classifications of pathogenicity
Uncertain significance,1163617,Conflicting classifications of pathogenicity
Uncertain significance,1163617,Conflicting classifications of pathogenicity
Uncertain significance,1163617,Conflicting classifications of pathogenicity
Uncertain significance,1163617,Conflicting classifications of pathogenicity
Benign,1164556,Benign/Likely benign
Benign,1164556,Benign/Likely benign
Benign,1164556,Benign/Likely benign
Benign,1164556,Benign/Likely benign
Benign,1166500,Benign/Likely benign
Benign,1166500,Benign/Likely benign
Benign,1166500,Benign/Likely benign
Benign,1166500,Benign/Likely benign
Benign,1165590,Conflicting classifications of pathogenicity
Benign,1165590,Conflicting classifications of pathogenicity
Benign,1165590,Conflicting classifications of pathogenicity
Benign,1165590,Conflicting classifications of pathogenicity
Benign/Likely benign,1169672,Conflicting classifications of pathogenicity
Benign/Likely benign,1169672,Conflicting classifications of pathogenicity
Benign/Likely benign,1169672,Conflicting classifications of pathogenicity
Benign/Likely benign,1169672,Conflicting classifications of pathogenicity
Benign,1165994,Benign/Likely benign
Benign,1165994,Benign/Likely benign
Benign,1165994,Benign/Likely benign
Benign,1165994,Benign/Likely benign
Benign,1165050,Benign/Likely benign
Benign,1165050,Benign/Likely benign
Benign,1165050,Benign/Likely benign
Benign,1165050,Benign/Likely benign
Benign,1164344,Benign/Likely benign
Benign,1164344,Benign/Likely benign
Benign,1164344,Benign/Likely benign
Benign,1164344,Benign/Likely benign
Benign,1164498,Benign/Likely benign
Benign,1164498,Benign/Likely benign
Benign,1164498,Benign/Likely benign
Benign,1164498,Benign/Likely benign
Benign,1169698,Benign/Likely benign
Benign,1169698,Benign/Likely benign
Benign,1169698,Benign/Likely benign
Benign,1169698,Benign/Likely benign
Benign,1165784,Benign/Likely benign
Benign,1165784,Benign/Likely benign
Benign,1165784,Benign/Likely benign
Benign,1165784,Benign/Likely benign
Benign,1164679,Benign/Likely benign
Benign,1164679,Benign/Likely benign
Benign,1164679,Benign/Likely benign
Benign,1164679,Benign/Likely benign
Benign,1164555,Benign/Likely benign
Benign,1164555,Benign/Likely benign
Benign,1164555,Benign/Likely benign
Benign,1164555,Benign/Likely benign
Benign,1164159,Benign/Likely benign
Benign,1164159,Benign/Likely benign
Benign,1164159,Benign/Likely benign
Benign,1164159,Benign/Likely benign
Benign/Likely benign,1170729,Benign
Benign/Likely benign,1170729,Benign
Benign/Likely benign,1170729,Benign
Benign/Likely benign,1170729,Benign
Benign,1165229,Benign/Likely benign
Benign,1165229,Benign/Likely benign
Benign,1165229,Benign/Likely benign
Benign,1165229,Benign/Likely benign
Benign,1169463,Benign/Likely benign
Benign,1169463,Benign/Likely benign
Benign,1169463,Benign/Likely benign
Benign,1169463,Benign/Likely benign
Benign,1169176,Benign/Likely benign
Benign,1169176,Benign/Likely benign
Benign,1169176,Benign/Likely benign
Benign,1169176,Benign/Likely benign
Likely benign,1171440,Conflicting classifications of pathogenicity
Likely benign,1171440,Conflicting classifications of pathogenicity
Likely benign,1171440,Conflicting classifications of pathogenicity
Likely benign,1171440,Conflicting classifications of pathogenicity
Benign/Likely benign,1174878,Likely benign
Benign/Likely benign,1174878,Likely benign
Benign/Likely benign,1174878,Likely benign
Benign/Likely benign,1174878,Likely benign
Conflicting classifications of pathogenicity,1175345,Likely pathogenic
Conflicting classifications of pathogenicity,1175345,Likely pathogenic
Conflicting classifications of pathogenicity,1175345,Likely pathogenic
Conflicting classifications of pathogenicity,1175345,Likely pathogenic
Conflicting classifications of pathogenicity,1176184,Uncertain significance
Conflicting classifications of pathogenicity,1176184,Uncertain significance
Conflicting classifications of pathogenicity,1176184,Uncertain significance
Conflicting classifications of pathogenicity,1176184,Uncertain significance
Likely pathogenic,1176411,Pathogenic/Likely pathogenic
Likely pathogenic,1176411,Pathogenic/Likely pathogenic
Likely pathogenic,1176411,Pathogenic/Likely pathogenic
Likely pathogenic,1176411,Pathogenic/Likely pathogenic
Pathogenic/Likely pathogenic,1175772,Likely pathogenic
Pathogenic/Likely pathogenic,1175772,Likely pathogenic
Pathogenic/Likely pathogenic,1175772,Likely pathogenic
Pathogenic/Likely pathogenic,1175772,Likely pathogenic
Uncertain significance,1176598,Likely pathogenic
Uncertain significance,1176598,Likely pathogenic
Uncertain significance,1176598,Likely pathogenic
Uncertain significance,1176598,Likely pathogenic
Uncertain significance,1176985,Likely benign
Uncertain significance,1176985,Likely benign
Uncertain significance,1176985,Likely benign
Uncertain significance,1176985,Likely benign
Uncertain significance,1176372,Likely pathogenic
Uncertain significance,1176372,Likely pathogenic
Uncertain significance,1176372,Likely pathogenic
Uncertain significance,1176372,Likely pathogenic
Likely pathogenic,1184199,Conflicting classifications of pathogenicity
Likely pathogenic,1184199,Conflicting classifications of pathogenicity
Likely pathogenic,1184199,Conflicting classifications of pathogenicity
Likely pathogenic,1184199,Conflicting classifications of pathogenicity
Uncertain significance,1186166,Conflicting classifications of pathogenicity
Uncertain significance,1186166,Conflicting classifications of pathogenicity
Uncertain significance,1186166,Conflicting classifications of pathogenicity
Uncertain significance,1186166,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,1188443,Uncertain significance
Conflicting classifications of pathogenicity,1188443,Uncertain significance
Conflicting classifications of pathogenicity,1188443,Uncertain significance
Conflicting classifications of pathogenicity,1188443,Uncertain significance
Likely benign,1186207,Benign/Likely benign
Likely benign,1186207,Benign/Likely benign
Likely benign,1186207,Benign/Likely benign
Likely benign,1186207,Benign/Likely benign
Likely pathogenic,1190591,Pathogenic
Likely pathogenic,1190591,Pathogenic
Likely pathogenic,1190591,Pathogenic
Likely pathogenic,1190591,Pathogenic
Likely benign,1198544,Benign/Likely benign
Likely benign,1198544,Benign/Likely benign
Likely benign,1198544,Benign/Likely benign
Likely benign,1198544,Benign/Likely benign
Likely pathogenic,1196988,Pathogenic
Likely pathogenic,1196988,Pathogenic
Likely pathogenic,1196988,Pathogenic
Likely pathogenic,1196988,Pathogenic
Likely benign,1201365,Benign/Likely benign
Likely benign,1201365,Benign/Likely benign
Likely benign,1201365,Benign/Likely benign
Likely benign,1201365,Benign/Likely benign
Pathogenic/Likely pathogenic,1202329,Pathogenic
Pathogenic/Likely pathogenic,1202329,Pathogenic
Pathogenic/Likely pathogenic,1202329,Pathogenic
Pathogenic/Likely pathogenic,1202329,Pathogenic
Likely benign,1199925,Conflicting classifications of pathogenicity
Likely benign,1199925,Conflicting classifications of pathogenicity
Likely benign,1199925,Conflicting classifications of pathogenicity
Likely benign,1199925,Conflicting classifications of pathogenicity
Likely benign,1202954,Conflicting classifications of pathogenicity
Likely benign,1202954,Conflicting classifications of pathogenicity
Likely benign,1202954,Conflicting classifications of pathogenicity
Likely benign,1202954,Conflicting classifications of pathogenicity
Pathogenic,1203083,Pathogenic/Likely pathogenic
Pathogenic,1203083,Pathogenic/Likely pathogenic
Pathogenic,1203083,Pathogenic/Likely pathogenic
Pathogenic,1203083,Pathogenic/Likely pathogenic
Uncertain significance,1206015,Likely pathogenic
Uncertain significance,1206015,Likely pathogenic
Uncertain significance,1206015,Likely pathogenic
Uncertain significance,1206015,Likely pathogenic
Likely benign,1208125,Benign/Likely benign
Likely benign,1208125,Benign/Likely benign
Likely benign,1208125,Benign/Likely benign
Likely benign,1208125,Benign/Likely benign
Likely benign,1209980,Uncertain significance
Likely benign,1209980,Uncertain significance
Likely benign,1209980,Uncertain significance
Likely benign,1209980,Uncertain significance
Likely pathogenic,1212117,Pathogenic
Likely pathogenic,1212117,Pathogenic
Likely pathogenic,1212117,Pathogenic
Likely pathogenic,1212117,Pathogenic
Likely benign,1212563,Uncertain significance
Likely benign,1212563,Uncertain significance
Likely benign,1212563,Uncertain significance
Likely benign,1212563,Uncertain significance
Likely benign,1215257,Benign/Likely benign
Likely benign,1215257,Benign/Likely benign
Likely benign,1215257,Benign/Likely benign
Likely benign,1215257,Benign/Likely benign
Uncertain significance,1215340,Conflicting classifications of pathogenicity
Uncertain significance,1215340,Conflicting classifications of pathogenicity
Uncertain significance,1215340,Conflicting classifications of pathogenicity
Uncertain significance,1215340,Conflicting classifications of pathogenicity
Benign/Likely benign,1215777,Likely benign
Benign/Likely benign,1215777,Likely benign
Benign/Likely benign,1215777,Likely benign
Benign/Likely benign,1215777,Likely benign
Likely benign,1216994,Conflicting classifications of pathogenicity
Likely benign,1216994,Conflicting classifications of pathogenicity
Likely benign,1216994,Conflicting classifications of pathogenicity
Likely benign,1216994,Conflicting classifications of pathogenicity
Benign,1221906,Benign/Likely benign
Benign,1221906,Benign/Likely benign
Benign,1221906,Benign/Likely benign
Benign,1221906,Benign/Likely benign
Benign,1228776,Benign/Likely benign
Benign,1228776,Benign/Likely benign
Benign,1228776,Benign/Likely benign
Benign,1228776,Benign/Likely benign
Benign,1230443,Benign/Likely benign
Benign,1230443,Benign/Likely benign
Benign,1230443,Benign/Likely benign
Benign,1230443,Benign/Likely benign
Benign,1235673,Benign/Likely benign
Benign,1235673,Benign/Likely benign
Benign,1235673,Benign/Likely benign
Benign,1235673,Benign/Likely benign
Benign,1236819,Benign/Likely benign
Benign,1236819,Benign/Likely benign
Benign,1236819,Benign/Likely benign
Benign,1236819,Benign/Likely benign
Uncertain significance,1251961,Conflicting classifications of pathogenicity
Uncertain significance,1251961,Conflicting classifications of pathogenicity
Uncertain significance,1251961,Conflicting classifications of pathogenicity
Uncertain significance,1251961,Conflicting classifications of pathogenicity
Benign,1278460,Benign/Likely benign
Benign,1278460,Benign/Likely benign
Benign,1278460,Benign/Likely benign
Benign,1278460,Benign/Likely benign
Pathogenic,1284359,Conflicting classifications of pathogenicity
Pathogenic,1284359,Conflicting classifications of pathogenicity
Pathogenic,1284359,Conflicting classifications of pathogenicity
Pathogenic,1284359,Conflicting classifications of pathogenicity
Benign/Likely benign,1293664,Conflicting classifications of pathogenicity
Benign/Likely benign,1293664,Conflicting classifications of pathogenicity
Benign/Likely benign,1293664,Conflicting classifications of pathogenicity
Benign/Likely benign,1293664,Conflicting classifications of pathogenicity
Likely benign,1294221,Benign/Likely benign
Likely benign,1294221,Benign/Likely benign
Likely benign,1294221,Benign/Likely benign
Likely benign,1294221,Benign/Likely benign
Likely pathogenic,1297122,Conflicting classifications of pathogenicity
Likely pathogenic,1297122,Conflicting classifications of pathogenicity
Likely pathogenic,1297122,Conflicting classifications of pathogenicity
Likely pathogenic,1297122,Conflicting classifications of pathogenicity
Likely pathogenic,1298477,Pathogenic/Likely pathogenic
Likely pathogenic,1298477,Pathogenic/Likely pathogenic
Likely pathogenic,1298477,Pathogenic/Likely pathogenic
Likely pathogenic,1298477,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1299868,Likely benign
Conflicting classifications of pathogenicity,1299868,Likely benign
Conflicting classifications of pathogenicity,1299868,Likely benign
Conflicting classifications of pathogenicity,1299868,Likely benign
Likely pathogenic,1300598,Pathogenic
Likely pathogenic,1300598,Pathogenic
Likely pathogenic,1300598,Pathogenic
Likely pathogenic,1300598,Pathogenic
Conflicting classifications of pathogenicity,1303050,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1303050,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1303050,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1303050,Pathogenic/Likely pathogenic
Uncertain significance,1303090,Conflicting classifications of pathogenicity
Uncertain significance,1303090,Conflicting classifications of pathogenicity
Uncertain significance,1303090,Conflicting classifications of pathogenicity
Uncertain significance,1303090,Conflicting classifications of pathogenicity
Uncertain significance,1303112,Conflicting classifications of pathogenicity
Uncertain significance,1303112,Conflicting classifications of pathogenicity
Uncertain significance,1303112,Conflicting classifications of pathogenicity
Uncertain significance,1303112,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,1303180,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,1303180,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,1303180,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,1303180,Conflicting classifications of pathogenicity
Uncertain significance,1303506,Conflicting classifications of pathogenicity
Uncertain significance,1303506,Conflicting classifications of pathogenicity
Uncertain significance,1303506,Conflicting classifications of pathogenicity
Uncertain significance,1303506,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,1304271,Likely pathogenic
Conflicting classifications of pathogenicity,1304271,Likely pathogenic
Conflicting classifications of pathogenicity,1304271,Likely pathogenic
Conflicting classifications of pathogenicity,1304271,Likely pathogenic
Uncertain significance,1305879,Pathogenic
Uncertain significance,1305879,Pathogenic
Uncertain significance,1305879,Pathogenic
Uncertain significance,1305879,Pathogenic
Uncertain significance,1307836,Pathogenic
Uncertain significance,1307836,Pathogenic
Uncertain significance,1307836,Pathogenic
Uncertain significance,1307836,Pathogenic
Uncertain significance,1305654,Conflicting classifications of pathogenicity
Uncertain significance,1305654,Conflicting classifications of pathogenicity
Uncertain significance,1305654,Conflicting classifications of pathogenicity
Uncertain significance,1305654,Conflicting classifications of pathogenicity
Likely pathogenic,1312506,Pathogenic
Likely pathogenic,1312506,Pathogenic
Likely pathogenic,1312506,Pathogenic
Likely pathogenic,1312506,Pathogenic
Uncertain significance,1312965,Likely pathogenic
Uncertain significance,1312965,Likely pathogenic
Uncertain significance,1312965,Likely pathogenic
Uncertain significance,1312965,Likely pathogenic
Uncertain significance,1313830,Likely pathogenic
Uncertain significance,1313830,Likely pathogenic
Uncertain significance,1313830,Likely pathogenic
Uncertain significance,1313830,Likely pathogenic
Uncertain significance,1314236,Likely pathogenic
Uncertain significance,1314236,Likely pathogenic
Uncertain significance,1314236,Likely pathogenic
Uncertain significance,1314236,Likely pathogenic
Uncertain significance,1315207,Likely pathogenic
Uncertain significance,1315207,Likely pathogenic
Uncertain significance,1315207,Likely pathogenic
Uncertain significance,1315207,Likely pathogenic
Pathogenic,1320074,Conflicting classifications of pathogenicity
Pathogenic,1320074,Conflicting classifications of pathogenicity
Pathogenic,1320074,Conflicting classifications of pathogenicity
Pathogenic,1320074,Conflicting classifications of pathogenicity
Uncertain significance,1320368,Likely pathogenic
Uncertain significance,1320368,Likely pathogenic
Uncertain significance,1320368,Likely pathogenic
Uncertain significance,1320368,Likely pathogenic
Conflicting classifications of pathogenicity,1321409,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1321409,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1321409,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1321409,Pathogenic/Likely pathogenic
Pathogenic,1323370,Pathogenic/Likely pathogenic
Pathogenic,1323370,Pathogenic/Likely pathogenic
Pathogenic,1323370,Pathogenic/Likely pathogenic
Pathogenic,1323370,Pathogenic/Likely pathogenic
Pathogenic/Likely pathogenic,2675194,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,2675194,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,2675194,Conflicting classifications of pathogenicity
Pathogenic/Likely pathogenic,2675194,Conflicting classifications of pathogenicity
Likely pathogenic,1324098,Conflicting classifications of pathogenicity
Likely pathogenic,1324098,Conflicting classifications of pathogenicity
Likely pathogenic,1324098,Conflicting classifications of pathogenicity
Likely pathogenic,1324098,Conflicting classifications of pathogenicity
Likely pathogenic,1324112,Pathogenic/Likely pathogenic
Likely pathogenic,1324112,Pathogenic/Likely pathogenic
Likely pathogenic,1324112,Pathogenic/Likely pathogenic
Likely pathogenic,1324112,Pathogenic/Likely pathogenic
Likely pathogenic,1324445,Conflicting classifications of pathogenicity
Likely pathogenic,1324445,Conflicting classifications of pathogenicity
Likely pathogenic,1324445,Conflicting classifications of pathogenicity
Likely pathogenic,1324445,Conflicting classifications of pathogenicity
Likely pathogenic,1324686,Pathogenic/Likely pathogenic
Likely pathogenic,1324686,Pathogenic/Likely pathogenic
Likely pathogenic,1324686,Pathogenic/Likely pathogenic
Likely pathogenic,1324686,Pathogenic/Likely pathogenic
Pathogenic,1327472,Pathogenic/Likely pathogenic
Pathogenic,1327472,Pathogenic/Likely pathogenic
Pathogenic,1327472,Pathogenic/Likely pathogenic
Pathogenic,1327472,Pathogenic/Likely pathogenic
Benign,1328061,Benign/Likely benign
Benign,1328061,Benign/Likely benign
Benign,1328061,Benign/Likely benign
Benign,1328061,Benign/Likely benign
Uncertain significance,1328210,Conflicting classifications of pathogenicity
Uncertain significance,1328210,Conflicting classifications of pathogenicity
Uncertain significance,1328210,Conflicting classifications of pathogenicity
Uncertain significance,1328210,Conflicting classifications of pathogenicity
Uncertain significance,1328543,Conflicting classifications of pathogenicity
Uncertain significance,1328543,Conflicting classifications of pathogenicity
Uncertain significance,1328543,Conflicting classifications of pathogenicity
Uncertain significance,1328543,Conflicting classifications of pathogenicity
Likely pathogenic,1329621,Uncertain significance
Likely pathogenic,1329621,Uncertain significance
Likely pathogenic,1329621,Uncertain significance
Likely pathogenic,1329621,Uncertain significance
Conflicting classifications of pathogenicity,1331028,Benign/Likely benign
Conflicting classifications of pathogenicity,1331028,Benign/Likely benign
Conflicting classifications of pathogenicity,1331028,Benign/Likely benign
Conflicting classifications of pathogenicity,1331028,Benign/Likely benign
Likely pathogenic,1331305,Pathogenic
Likely pathogenic,1331305,Pathogenic
Likely pathogenic,1331305,Pathogenic
Likely pathogenic,1331305,Pathogenic
Benign/Likely benign,1331980,Conflicting classifications of pathogenicity
Benign/Likely benign,1331980,Conflicting classifications of pathogenicity
Benign/Likely benign,1331980,Conflicting classifications of pathogenicity
Benign/Likely benign,1331980,Conflicting classifications of pathogenicity
Uncertain significance,1334291,Conflicting classifications of pathogenicity
Uncertain significance,1334291,Conflicting classifications of pathogenicity
Uncertain significance,1334291,Conflicting classifications of pathogenicity
Uncertain significance,1334291,Conflicting classifications of pathogenicity
Uncertain significance,1334669,Conflicting classifications of pathogenicity
Uncertain significance,1334669,Conflicting classifications of pathogenicity
Uncertain significance,1334669,Conflicting classifications of pathogenicity
Uncertain significance,1334669,Conflicting classifications of pathogenicity
Uncertain significance,1335086,Conflicting classifications of pathogenicity
Uncertain significance,1335086,Conflicting classifications of pathogenicity
Uncertain significance,1335086,Conflicting classifications of pathogenicity
Uncertain significance,1335086,Conflicting classifications of pathogenicity
Pathogenic,1335794,Uncertain significance
Pathogenic,1335794,Uncertain significance
Pathogenic,1335794,Uncertain significance
Pathogenic,1335794,Uncertain significance
Benign,1336136,Benign/Likely benign
Benign,1336136,Benign/Likely benign
Benign,1336136,Benign/Likely benign
Benign,1336136,Benign/Likely benign
Uncertain significance,1336676,Conflicting classifications of pathogenicity
Uncertain significance,1336676,Conflicting classifications of pathogenicity
Uncertain significance,1336676,Conflicting classifications of pathogenicity
Uncertain significance,1336676,Conflicting classifications of pathogenicity
Uncertain significance,1337102,Conflicting classifications of pathogenicity
Uncertain significance,1337102,Conflicting classifications of pathogenicity
Uncertain significance,1337102,Conflicting classifications of pathogenicity
Uncertain significance,1337102,Conflicting classifications of pathogenicity
Uncertain significance,1337156,Conflicting classifications of pathogenicity
Uncertain significance,1337156,Conflicting classifications of pathogenicity
Uncertain significance,1337156,Conflicting classifications of pathogenicity
Uncertain significance,1337156,Conflicting classifications of pathogenicity
Likely pathogenic,1339715,Pathogenic
Likely pathogenic,1339715,Pathogenic
Likely pathogenic,1339715,Pathogenic
Likely pathogenic,1339715,Pathogenic
Uncertain significance,1343012,Pathogenic
Uncertain significance,1343012,Pathogenic
Uncertain significance,1343012,Pathogenic
Uncertain significance,1343012,Pathogenic
Uncertain significance,1343019,Likely benign
Uncertain significance,1343019,Likely benign
Uncertain significance,1343019,Likely benign
Uncertain significance,1343019,Likely benign
Conflicting classifications of pathogenicity,1343539,Likely benign
Conflicting classifications of pathogenicity,1343539,Likely benign
Conflicting classifications of pathogenicity,1343539,Likely benign
Conflicting classifications of pathogenicity,1343539,Likely benign
Uncertain significance,1366939,Conflicting classifications of pathogenicity
Uncertain significance,1366939,Conflicting classifications of pathogenicity
Uncertain significance,1366939,Conflicting classifications of pathogenicity
Uncertain significance,1366939,Conflicting classifications of pathogenicity
Conflicting classifications of pathogenicity,1476496,Likely pathogenic
Conflicting classifications of pathogenicity,1476496,Likely pathogenic
Conflicting classifications of pathogenicity,1476496,Likely pathogenic
Conflicting classifications of pathogenicity,1476496,Likely pathogenic
Uncertain significance,1384857,Conflicting classifications of pathogenicity
Uncertain significance,1384857,Conflicting classifications of pathogenicity
Uncertain significance,1384857,Conflicting classifications of pathogenicity
Uncertain significance,1384857,Conflicting classifications of pathogenicity
Uncertain significance,1439738,Conflicting classifications of pathogenicity
Uncertain significance,1439738,Conflicting classifications of pathogenicity
Uncertain significance,1439738,Conflicting classifications of pathogenicity
Uncertain significance,1439738,Conflicting classifications of pathogenicity
Benign,1465673,Benign/Likely benign
Benign,1465673,Benign/Likely benign
Benign,1465673,Benign/Likely benign
Benign,1465673,Benign/Likely benign
Likely pathogenic,1493403,Conflicting classifications of pathogenicity
Likely pathogenic,1493403,Conflicting classifications of pathogenicity
Likely pathogenic,1493403,Conflicting classifications of pathogenicity
Likely pathogenic,1493403,Conflicting classifications of pathogenicity
Likely pathogenic,1493604,Pathogenic/Likely pathogenic
Likely pathogenic,1493604,Pathogenic/Likely pathogenic
Likely pathogenic,1493604,Pathogenic/Likely pathogenic
Likely pathogenic,1493604,Pathogenic/Likely pathogenic
Likely benign,1412681,Conflicting classifications of pathogenicity
Likely benign,1412681,Conflicting classifications of pathogenicity
Likely benign,1412681,Conflicting classifications of pathogenicity
Likely benign,1412681,Conflicting classifications of pathogenicity
Benign,1360573,Benign/Likely benign
Benign,1360573,Benign/Likely benign
Benign,1360573,Benign/Likely benign
Benign,1360573,Benign/Likely benign
Pathogenic,1452289,Pathogenic/Likely pathogenic
Pathogenic,1452289,Pathogenic/Likely pathogenic
Pathogenic,1452289,Pathogenic/Likely pathogenic
Pathogenic,1452289,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1452669,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1452669,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1452669,Pathogenic/Likely pathogenic
Conflicting classifications of pathogenicity,1452669,Pathogenic/Likely pathogenic
Uncertain significance,1399645,Conflicting classifications of pathogenicity
Uncertain significance,1399645,Conflicting classifications of pathogenicity
Uncertain significance,1399645,Conflicting classifications of pathogenicity
Uncertain significance,1399645,Conflicting classifications of pathogenicity
Likely pathogenic,1522436,Pathogenic/Likely pathogenic
Likely pathogenic,1522436,Pathogenic/Likely pathogenic
Likely pathogenic,1522436,Pathogenic/Likely pathogenic
Likely pathogenic,1522436,Pathogenic/Likely pathogenic
Likely pathogenic,1497708,Conflicting classifications of pathogenicity
Likely pathogenic,1497708,Conflicting classifications of pathogenicity
Likely pathogenic,1497708,Conflicting classifications of pathogenicity
Likely pathogenic,1497708,Conflicting classifications of pathogenicity
Pathogenic,1401328,Conflicting classifications of pathogenicity
Pathogenic,1401328,Conflicting classifications of pathogenicity
Pathogenic,1401328,Conflicting classifications of pathogenicity
